sq_feet,num_bedrooms,num_bathrooms,sale_price
2464,3,2,462744
2958,3,2,525719
3250,3,2,583755
1571,4,1,320469
1029,1,1,183850
2120,3,3,420550
1927,4,3,400653
2202,3,2,415625
3976,4,1,697782
2413,3,2,462728
3938,3,2,678939
3725,3,1,644346
1574,3,3,325840
1063,1,1,190957
2230,3,3,417579
1478,2,2,269730
2127,3,1,397382
3492,3,2,606323
2297,3,2,450844
2786,3,1,515924
3796,3,2,675074
1687,4,3,363789
1029,3,2,236513
1224,2,1,232261
2578,3,1,461968
548,2,1,124497
2667,3,2,481842
1077,1,1,192745
2384,3,1,454378
1584,4,2,340880
2901,3,3,529506
680,2,2,150320
908,1,1,163297
724,1,1,137223
3565,4,3,647777
3439,3,2,586470
1441,2,2,267678
1247,2,1,249822
2755,3,1,501485
1892,3,2,376418
3151,4,2,584337
673,1,1,128001
1391,3,3,279641
1639,4,1,327095
1441,4,2,323804
3808,4,2,704824
1602,3,2,332250
2688,3,2,500850
2920,4,1,534547
849,2,2,190789
2328,3,3,437580
2895,3,1,515671
3934,3,1,662589
1632,2,2,304998
2145,4,3,412621
2329,3,3,422330
1433,3,2,297503
3747,3,1,662181
1393,3,3,291209
3026,3,1,546036
2528,3,1,452949
1062,1,1,195858
1128,1,1,207853
2682,3,2,499405
3559,4,2,675621
1007,1,1,175134
606,2,2,143012
2580,3,2,451738
1562,4,2,338848
1031,1,1,186449
2586,3,1,489489
1372,4,1,299359
2959,3,2,539942
1736,3,1,338272
3272,4,2,613882
3153,3,3,542532
3216,3,3,597213
3712,3,1,664477
2213,4,1,429603
1184,3,2,263515
2781,4,3,525894
3640,4,2,676430
2705,4,1,501869
916,2,2,194138
2106,4,2,412172
1331,2,2,261218
546,2,2,134000
2043,4,2,427095
2806,3,3,539642
3884,3,2,679173
3643,3,1,656931
3773,3,2,642624
1315,4,1,303730
3880,3,1,706950
1735,3,3,340639
3671,4,3,666366
3754,3,3,654071
1288,4,3,296090
1325,3,1,273381
586,2,2,145568
2522,3,2,462645
796,2,1,162124
2344,4,1,450812
1318,2,2,257850
3330,3,1,595806
3703,4,3,647785
3241,3,1,576213
1887,2,1,338586
2799,3,1,513243
3063,4,2,595576
3337,4,1,596500
2396,3,3,430374
2729,3,2,481164
766,2,1,168224
2474,3,1,456469
593,2,1,142839
3493,3,2,623751
3887,3,1,690447
573,2,2,138360
2381,4,1,451425
595,2,2,144474
3277,4,1,610776
2910,4,2,530802
957,2,2,206278
3920,3,2,677303
3429,3,1,586186
812,2,2,173546
2183,3,1,397130
880,2,2,189208
2966,4,3,563307
3401,3,1,572224
2115,4,1,425545
2903,3,3,540270
3954,3,2,680560
1483,4,1,324890
2640,4,1,505183
3818,3,1,693747
2752,3,2,514724
1925,3,2,370702
1076,4,2,250454
3820,3,1,674949
924,1,1,169473
3068,3,2,552207
3348,4,3,614195
844,2,2,179154
3609,3,3,624885
3421,4,1,639902
2666,3,3,480915
1920,2,2,338466
3529,3,3,636298
1563,3,1,303607
2692,3,3,482028
2135,4,3,426860
2945,3,1,510464
853,2,2,183605
3173,3,1,549176
1462,2,2,282900
3589,3,3,630226
586,2,2,140644
2809,3,3,506958
3126,3,3,544284
999,2,1,211558
2498,4,1,456804
3164,3,3,572221
2567,3,3,485653
708,2,2,162466
552,2,2,141494
1215,4,1,275711
1845,2,1,319383
1433,2,1,264347
1152,4,3,262069
1451,2,2,276324
2185,3,1,410208
1188,2,1,230890
3760,3,2,672857
2853,3,3,533811
2691,4,1,511594
1059,3,2,226987
2738,4,2,533462
3537,3,3,639948
3273,3,1,558901
2984,3,2,512986
2028,3,2,393784
1615,2,2,294326
2641,3,2,503626
2665,4,2,502094
2738,3,1,483576
3879,3,2,686679
1341,3,2,265690
802,2,2,179516
2690,3,1,482760
1208,2,1,233413
1840,2,2,344010
681,2,2,155423
3462,3,1,587022
1614,3,3,330195
2452,3,2,476809
3307,3,3,575208
1425,2,1,276020
2442,3,3,436764
2489,3,1,435856
2975,3,2,518444
1478,4,3,339132
3246,3,3,556680
3138,3,3,586791
3613,3,3,616069
3748,4,1,680275
2762,3,2,489960
1819,2,1,344968
3989,4,3,695956
1683,4,1,364549
3156,3,2,550041
2574,3,3,466539
1946,2,2,352884
3821,3,3,676086
3836,3,2,669440
1379,3,2,275184
2871,3,3,535692
1976,2,2,356628
3946,3,3,716580
949,2,1,192341
3303,4,3,644278
866,2,1,174708
1571,2,2,302055
1658,2,2,315922
3824,3,3,661382
2754,3,1,520986
706,1,1,134648
2425,3,2,456786
1510,3,2,312420
775,2,1,174054
1941,2,2,362085
1692,2,2,305398
2233,4,2,462070
866,2,1,190081
3850,3,2,681051
1992,2,2,363196
2638,3,1,490283
758,1,1,147384
1387,3,3,288483
2578,3,3,496100
2187,3,1,386695
2915,3,3,539605
2597,3,2,466598
2324,3,1,410874
1966,3,1,376739
1731,3,3,342351
1285,2,1,242472
2089,3,1,393805
657,1,1,130418
2765,4,1,497756
3828,3,2,682402
3548,4,2,654200
3919,3,3,688841
1089,4,1,257874
1766,2,2,327602
598,2,2,144008
3094,3,1,539861
579,2,2,148256
1908,3,1,369036
1404,4,1,292660
3398,3,2,587547
3175,3,1,580986
3690,4,2,663274
2499,3,3,449076
574,2,2,145402
2157,3,3,412662
3148,4,1,550975
3395,3,2,622128
3410,4,1,608522
1198,2,2,242798
1296,2,2,251598
3809,3,2,679175
1635,2,2,314000
3068,3,1,530369
3460,3,3,628211
3989,3,1,701629
3710,3,3,638109
993,2,1,204248
865,2,2,181019
663,2,1,155691
2078,3,3,407028
886,2,2,187376
1687,2,2,322413
1235,3,3,270011
3447,3,3,595992
3341,3,3,612905
2964,3,3,546312
2930,3,2,528230
3790,4,3,683717
3036,3,1,543069
565,2,2,141657
2561,3,1,478860
2350,4,3,475108
3484,3,2,643123
3709,4,2,654930
2677,3,1,480347
3144,4,1,573294
3022,4,1,539487
2525,3,2,449858
2773,3,2,517338
1823,4,1,371029
1673,3,1,316012
1901,2,2,357446
918,2,1,182880
1220,2,2,238096
550,2,2,136254
3419,3,3,628721
823,2,2,178943
1907,3,3,366156
899,2,2,191136
2220,3,2,421262
3787,3,1,648580
1022,4,1,245403
2782,3,1,479547
2417,3,1,443581
3059,3,3,561601
1130,2,1,218940
1735,2,2,318444
1401,3,3,291342
1239,3,1,250350
1299,2,2,253414
3357,4,3,601861
3241,3,2,591629
705,2,1,151433
1601,4,2,330287
1632,4,2,343302
602,2,2,139750
1598,2,1,292918
3430,3,1,626745
3511,4,2,622258
1918,2,1,347046
1087,4,2,265972
668,1,1,123934
3666,3,3,634386
2963,3,1,537919
1978,3,2,369980
1932,4,2,403022
1262,4,2,295512
2528,3,1,466137
2061,3,2,411372
2805,3,1,518696
1785,4,1,365723
2086,3,3,402250
1112,1,1,201216
820,2,2,171974
888,2,2,195262
1904,2,2,364856
3583,3,1,613710
2369,4,1,444798
1024,1,1,189571
1978,3,3,383155
3965,4,2,684572
2545,4,3,489412
1187,2,2,237401
1809,2,1,339574
954,2,2,195246
3062,3,2,553824
3841,3,2,701857
2327,3,3,427817
1454,3,1,300813
1489,2,1,289785
2087,4,2,425955
1532,2,2,287838
2097,3,2,380047
1818,2,2,336572
3981,3,2,663506
739,2,2,160139
3118,3,1,566170
521,1,1,107791
3688,3,1,647936
1204,2,1,225149
1317,3,2,274005
1006,2,2,206956
920,2,1,183618
2180,4,2,444338
1546,3,1,292763
2952,3,1,554364
2082,3,3,384747
3903,3,1,669639
1906,2,2,353708
3183,3,2,555101
1638,2,2,307384
3508,3,1,605155
3456,3,2,602789
2504,3,2,456988
2532,3,1,442037
634,2,2,144344
3282,3,3,617763
2579,3,2,492445
1917,2,1,347047
3855,3,2,685221
2383,3,1,430928
2066,3,3,412411
772,2,1,166818
1491,2,2,281166
1896,2,2,357728
1339,3,3,279205
1682,3,3,331975
3665,3,2,631427
3105,3,1,549123
1956,3,1,383150
3836,3,1,645420
1379,2,2,254549
3630,3,1,657364
3005,4,2,559042
3409,3,2,619084
799,2,1,169626
1603,4,2,343510
3718,3,1,640526
3406,3,2,594440
713,1,1,136954
1335,3,2,279474
2094,3,2,387761
3203,3,3,596305
3621,3,2,644399
605,2,2,144162
2482,3,2,468638
1867,2,2,352967
2546,3,3,483302
2712,3,1,487364
529,1,1,107291
1256,4,1,286631
602,2,2,142212
2415,3,1,465235
2621,4,1,493634
1526,3,2,307787
3850,4,2,720448
994,2,1,197444
2075,3,3,411922
1159,4,2,261609
2901,3,3,518208
3292,3,2,577177
3012,3,1,536916
3127,4,2,594897
703,1,1,132245
2585,4,2,520814
601,2,2,142427
3872,3,3,699891
1282,2,2,252538
3980,3,1,671175
1735,2,1,302235
1214,4,2,277618
3351,4,1,598465
3391,3,2,615712
2766,3,2,507570
584,2,2,143210
1951,3,1,372065
3421,4,1,606206
2581,3,2,490773
3583,4,3,671344
1770,2,2,327700
1009,2,2,207726
2211,4,2,430998
2059,3,3,407047
3989,4,3,710770
3279,3,1,590703
2939,3,1,537309
1732,2,1,328838
1363,2,1,252446
1788,2,2,321036
3940,4,1,714190
1047,4,1,252802
2897,3,2,512098
1165,1,1,215435
1902,2,2,362414
2763,4,1,523183
1586,3,1,302686
2888,3,2,536000
1060,2,2,220986
889,2,2,187085
2496,3,3,461772
1317,4,2,299390
597,2,1,136891
2741,4,1,518465
1356,2,1,250572
1463,2,2,289114
3968,3,2,697602
3726,4,1,672712
3096,3,2,535523
3474,4,1,605899
3092,3,3,539485
2734,3,2,503199
3196,3,3,593921
2663,4,2,485633
903,2,2,192956
2955,3,2,548226
1876,2,2,347442
2517,3,2,452715
1272,4,2,293386
3732,3,2,667846
622,1,1,121414
2942,3,1,505099
3585,4,2,649261
3338,3,1,569505
742,2,2,161604
1427,3,1,293150
1150,3,1,254233
3260,4,3,597410
3099,4,1,560661
1999,2,2,356898
2869,3,2,527171
3174,3,1,538159
2507,4,2,460095
3390,3,3,621867
3031,3,3,569382
1243,2,1,228745
2642,4,3,510619
1843,2,2,353091
3177,3,2,553021
1260,3,2,273768
3991,3,2,676339
1523,3,3,307896
2134,4,2,422894
2038,3,3,400029
2764,3,2,501534
2940,3,2,507041
2643,4,2,490880
3855,3,1,663373
2193,3,3,416307
691,2,2,158158
2473,3,1,442692
1185,4,1,280844
945,1,1,168136
869,2,2,184035
1256,4,3,278474
3900,3,2,654320
3717,4,1,689284
1134,3,1,242460
3043,3,1,526130
2116,4,2,419980
1430,3,2,293244
1733,2,2,326267
3080,4,3,597493
3612,3,2,624665
3960,3,3,677460
910,2,1,182870
1871,4,1,371815
3027,3,1,554203
3000,4,3,574949
1025,3,2,227992
3122,3,2,576258
3025,3,3,524818
3469,3,2,625058
2408,3,3,441989
1734,2,1,308007
508,2,2,130808
677,2,1,142703
2977,3,2,529500
1258,2,1,243637
1378,3,2,288712
2161,3,3,411547
1759,3,1,333146
3961,3,3,708665
949,1,1,167967
1347,2,2,248957
2960,3,2,558949
984,2,2,207364
1873,3,1,366831
1101,1,1,188498
923,2,1,188152
529,2,1,128007
3217,4,1,599949
676,2,2,159866
3449,4,1,624580
1718,2,2,325704
3289,3,1,597341
2891,4,3,569268
3260,3,2,605373
2167,4,2,431917
1551,2,2,299669
2183,3,2,424094
1627,2,2,304519
3473,3,3,621030
865,2,2,183027
1424,4,2,309334
3455,3,2,614224
563,1,1,111511
1515,4,3,345066
1131,4,1,270824
605,1,1,123362
2173,3,1,399237
2600,3,2,500549
1531,3,3,304229
3058,4,2,576322
3408,3,3,630375
1353,3,1,265439
3048,3,3,526662
878,2,2,190776
1915,2,1,344213
1937,3,1,364410
2039,3,2,375567
1425,2,1,262386
1255,3,3,284984
2089,3,2,398248
602,1,1,120091
715,2,1,162591
2100,3,3,412893
1747,2,2,314434
1457,2,1,261057
2603,3,3,473047
2686,3,3,512450
606,2,1,147734
1979,2,2,367555
1014,4,2,245514
1032,3,3,244005
1828,4,2,373342
1442,2,2,275774
2798,3,2,505373
2565,4,3,499800
1240,2,2,235692
1219,3,2,262003
911,2,2,197654
830,2,2,181040
1508,4,2,320202
3309,3,2,571210
3361,3,3,622203
1057,2,2,220578
2332,4,3,460474
2216,3,1,422379
1126,2,2,222206
1222,2,1,229929
3774,3,1,638169
3768,3,2,646253
3133,3,3,554024
1171,4,1,261671
1608,4,1,338513
643,1,1,123298
1877,3,2,363670
1890,2,2,342452
1470,2,1,271997
3051,3,2,571582
2471,3,2,450298
1250,2,2,257702
1095,3,3,247314
1230,2,2,237668
3209,4,3,609450
2599,4,2,485975
866,2,1,174013
1986,2,2,370728
1825,2,2,345896
3035,3,2,538790
3596,3,1,640804
3385,3,3,598537
3508,3,2,633840
2039,3,3,415522
581,1,1,113548
3335,4,1,620341
2682,3,1,497672
3989,3,2,688618
672,2,2,157110
696,2,2,149904
839,2,2,186330
1519,4,3,334665
2366,3,2,446908
848,2,2,184996
2989,3,3,532423
2331,4,3,452286
2144,3,1,386048
3918,4,1,715836
568,1,1,117935
3847,4,1,667592
693,2,2,154482
1677,2,2,312040
1740,4,1,344653
678,2,1,148833
1793,2,2,344061
2198,4,3,450590
1665,2,1,290941
1367,2,1,260518
3712,4,2,654920
1493,3,3,304865
1332,2,2,259868
2198,3,2,423982
3974,3,3,688392
3345,4,3,628268
988,2,1,191571
626,2,2,146660
2211,4,1,435382
2363,3,1,444258
3658,4,1,633668
1784,2,1,324720
768,2,2,165558
3500,4,1,649760
2837,4,3,539198
2296,3,1,405962
3792,3,3,643185
3962,3,2,719921
2998,4,3,544706
929,1,1,169573
2503,3,3,465116
3736,4,1,638946
708,2,2,155174
1726,4,2,359252
1547,2,2,286496
1296,3,3,277791
3125,3,2,540366
546,1,1,109516
561,1,1,115985
3491,3,3,645273
1575,2,2,294347
1015,1,1,190346
687,2,2,156513
2621,3,3,497877
3794,3,1,637642
3414,4,2,649160
2062,3,1,390844
3137,4,2,603788
2077,3,2,398938
1580,2,1,294046
2205,3,2,411342
3668,3,1,649755
3719,4,2,657741
2782,3,3,509431
1103,2,2,225320
3210,3,1,579513
3902,3,2,671322
3911,3,1,679703
657,2,2,153748
1842,2,2,332830
2812,4,1,513081
1710,2,1,310912
3517,3,1,613666
1634,4,3,353461
2971,3,2,553610
876,2,1,186716
3675,3,3,653013
502,2,1,129903
1069,2,2,207544
714,2,2,164070
2181,3,2,398086
3919,4,1,667448
3420,3,1,607841
3001,3,2,544208
2219,3,1,402868
682,2,2,157732
3334,3,3,602601
2116,3,2,407030
868,2,2,187580
2220,4,1,444233
2659,3,2,484373
2786,3,1,501614
3510,3,2,642242
1364,2,1,247860
1377,4,1,315408
2406,3,2,470830
1594,2,2,290212
565,2,2,130230
1529,3,2,303516
2866,4,3,565233
1587,4,3,349420
1600,3,3,322530
2476,3,2,448210
3348,3,2,574457
1555,4,1,342245
3544,3,3,647875
2588,3,1,471842
3770,4,3,669284
3390,4,2,607012
2010,3,1,377135
2703,3,2,489275
1137,4,1,251458
2111,3,3,398285
1450,4,1,304683
2032,3,2,380431
3551,3,2,597863
586,2,2,143242
1178,2,1,232031
998,2,1,204927
2980,3,1,532945
1108,2,2,233018
3861,3,2,671844
1935,2,2,342804
562,2,2,137880
2552,3,3,491023
673,2,1,143053
3183,3,3,578550
2619,3,1,472507
2845,3,3,534027
1928,2,1,340492
1711,2,2,311547
1038,4,3,267235
515,2,2,134251
3877,3,2,680568
1218,4,1,266631
2432,3,1,440288
3268,3,2,595401
3840,3,1,674406
2130,3,2,385039
1880,4,2,386478
1960,3,2,385863
3419,3,3,633868
3642,3,1,647105
2305,3,3,449129
1084,2,2,221400
1242,2,2,240904
3732,3,3,639852
2190,4,3,442024
3280,3,2,602734
893,2,2,184357
3697,4,2,674929
3564,3,3,631521
2739,4,3,536307
2950,3,3,558285
2905,3,1,524148
2892,3,3,515592
2782,3,3,505174
3985,3,1,671496
707,2,2,161303
2823,3,1,506642
2869,3,1,526693
2783,3,3,528582
1305,4,2,294518
2146,4,1,403395
3468,4,1,609077
1831,2,2,327011
3847,3,3,682464
3588,4,3,669148
3974,3,2,692469
2160,3,3,409335
2241,3,1,400754
610,2,2,150436
1345,2,2,263685
734,1,1,137773
526,2,1,132982
1314,4,1,302324
3407,3,2,620320
1618,4,3,366970
2494,3,2,468214
3385,3,1,597708
3598,3,2,646781
3830,3,2,654135
3656,3,3,666179
2097,3,2,408773
3085,3,2,543522
3542,3,1,616593
1484,4,2,322894
1530,4,2,324904
3245,3,2,568486
2759,3,1,491275
2806,4,3,560232
594,2,2,147168
2644,3,2,492721
3034,4,2,582882
1855,2,1,343245
3036,3,2,558904
2443,3,2,464693
3143,3,1,538658
737,1,1,140618
2674,3,2,475349
1912,3,2,373466
1376,4,2,305252
1620,2,2,303978
3594,4,3,679512
1105,2,2,224224
2841,3,1,509294
2916,3,2,537489
3776,4,1,708046
3136,3,3,583148
2367,3,2,453663
2649,4,3,501573
1413,4,2,307606
1725,2,1,316319
3778,3,1,630069
3389,4,1,616797
2495,3,2,463673
1325,2,2,257044
943,2,1,193003
3198,3,2,577156
811,2,2,187386
956,2,1,188019
1633,2,2,293753
832,1,1,156626
3105,3,1,564811
2612,3,3,498409
2125,3,2,406166
1830,2,2,330636
3048,3,2,574186
1997,3,2,368405
567,2,2,145395
3077,3,1,549067
1123,2,2,223862
1446,4,1,320033
729,2,2,165606
513,2,2,128498
2063,4,1,414235
1578,4,1,334105
3454,3,2,636911
623,1,1,124359
3049,4,3,564093
2755,4,1,540385
1490,3,1,303208
3195,4,1,587589
3395,4,2,634583
2904,3,2,509558
1920,3,2,375271
1268,2,2,250820
1525,2,1,273563
1163,3,3,254999
1046,1,1,196441
2532,3,3,467916
3286,3,2,583958
3618,3,1,628195
1897,2,2,348404
724,2,1,163289
3257,3,1,565238
1453,2,1,264991
2891,3,1,505129
1079,1,1,198882
1623,3,1,307182
3794,3,1,645904
3470,4,2,613816
3045,3,3,569433
3255,3,2,559918
2351,3,1,431333
2054,3,2,399603
555,2,2,133032
1777,2,1,326789
1146,2,1,225650
1071,2,2,207855
2052,3,1,378018
2290,3,3,451348
1153,4,3,289581
3184,3,2,579410
3217,4,1,560307
3168,3,1,554452
2161,4,3,431065
1658,2,2,324976
3790,3,1,674837
596,1,1,113938
758,1,1,147803
3826,3,1,673153
1503,3,3,309237
3760,4,1,706108
2514,4,2,490366
3850,3,1,644721
1669,2,2,313385
2912,3,3,510170
2101,3,2,391033
3172,3,3,558829
2093,3,3,409340
1601,2,2,310942
3303,4,1,599467
1649,2,2,305132
508,2,1,126838
1274,2,2,250914
3460,3,1,597841
2000,2,1,368275
2130,3,3,402321
1169,3,1,245044
3278,3,1,563681
3930,4,1,723018
1809,4,2,367484
1114,4,1,272622
1081,2,2,227067
1760,3,2,361482
3552,3,1,650066
3354,4,3,612219
799,1,1,151281
1835,2,2,341186
603,2,2,139992
664,2,2,151020
2071,3,1,393130
3190,4,2,567228
1993,2,1,363357
697,1,1,132235
2385,3,3,434355
2518,4,2,470212
625,2,1,148795
982,2,2,205594
1302,2,2,262672
1778,2,2,320632
989,2,1,210040
1612,4,1,335734
2456,3,1,442160
2895,3,1,501306
2251,3,2,405415
1826,3,2,349332
1570,3,2,319977
3827,3,1,684514
3340,3,2,588729
1836,2,2,335458
561,1,1,116825
2327,3,2,425856
1860,3,3,361377
546,2,1,138006
866,1,1,158198
2822,3,3,503528
967,2,2,194271
1474,4,2,308884
1658,3,2,324214
3669,4,2,648958
3308,3,2,596992
1741,2,2,320478
3387,3,3,590643
2686,3,1,486124
3247,3,1,595172
2072,3,1,374073
3612,4,1,656033
2385,3,3,458385
3439,3,3,592463
2455,3,1,455713
3006,3,1,543568
1769,2,2,321468
664,1,1,124564
2249,4,3,447552
1471,4,1,300778
1857,2,2,338955
1883,2,2,331082
2238,3,2,408298
3912,3,2,679615
3063,4,1,565378
1565,2,2,291757
2086,3,3,395473
2646,3,1,496568
2897,3,3,545698
3745,4,2,695416
836,2,1,179901
3573,3,2,638772
3926,3,2,671854
2171,3,3,418264
1505,3,1,302978
3842,3,3,648422
2566,3,2,464746
3247,3,2,600519
2091,3,3,408750
1219,2,2,237180
2698,3,3,498783
1801,4,1,370422
2483,3,1,451188
3238,4,1,588615
668,2,2,155152
1513,4,1,315897
3325,4,3,603531
737,1,1,138472
3105,3,1,545990
3836,3,3,657189
1268,2,1,254707
1427,3,3,300748
3081,3,1,570773
1927,4,1,405879
2944,3,1,545388
3924,3,3,678375
3658,3,1,641981
905,2,1,187662
3186,3,1,548279
920,1,1,168123
3196,3,1,574782
1919,2,2,356754
3211,3,3,554137
3743,3,1,649972
2959,4,1,555959
553,2,2,132269
3918,4,1,706430
805,2,1,169540
2064,4,2,413566
2192,3,2,417715
656,2,2,147676
2295,3,2,442423
3608,4,2,644108
3359,3,2,616959
1735,2,1,318087
2043,3,3,389340
3380,4,3,644616
1522,2,2,301268
1176,4,1,263041
1307,2,2,258795
3555,3,2,624818
1195,1,1,205283
3145,4,3,573984
1270,2,2,239250
1610,2,2,289740
2997,4,3,557148
2270,3,2,416386
3069,4,2,579097
3092,3,2,546496
2132,3,1,390222
3260,4,3,596794
3531,4,3,661860
2361,3,3,440607
1427,2,1,268787
697,2,1,148430
1384,2,1,257978
922,2,2,184878
2779,3,1,493004
827,2,2,174313
2651,4,3,496822
2562,3,1,454548
1420,4,3,305858
3274,3,2,599403
1994,2,1,354387
3926,4,2,701560
1877,4,1,384617
2395,3,3,464099
1714,2,1,306461
3430,4,2,637434
2117,3,3,388361
3892,3,2,691887
1983,2,2,350935
2396,3,2,458719
2636,3,2,498116
1646,2,1,295444
1770,4,2,383680
2679,4,2,536916
3551,3,2,598136
1865,2,2,354891
2153,3,2,403720
1269,3,2,272140
2368,4,3,455837
1340,3,3,290817
997,2,1,193736
1846,4,3,364671
1318,4,3,303456
2745,3,1,505508
2857,3,2,502811
1948,2,2,351100
2723,4,1,492686
631,2,2,146373
2305,4,3,461895
3345,4,3,620934
1328,4,1,295615
1430,2,2,262750
3063,3,1,538554
1897,3,2,380066
504,2,2,125132
946,2,2,199164
3707,3,2,646219
519,2,1,124362
3273,3,2,587483
3201,3,1,585108
1506,2,2,276364
2944,3,2,529670
2203,3,3,423547
2312,3,1,447527
3306,3,1,584694
1927,2,2,353620
2368,3,3,458254
3940,3,2,665146
1056,3,2,229025
2306,3,1,423879
1428,4,3,314857
1099,2,2,222444
1988,2,2,360760
1812,4,2,370790
548,2,2,130108
3139,4,2,576109
2305,4,1,427774
1401,2,2,269326
858,2,2,187168
2852,3,3,530431
2346,3,1,427868
658,2,2,153056
629,2,2,152068
1053,2,2,217046
3866,4,3,720199
1870,2,1,335995
1712,3,1,336484
2720,4,1,496112
1873,2,2,348393
3449,3,3,639320
2023,3,2,405186
2281,3,2,438197
1030,4,2,250420
2667,3,1,500735
758,1,1,142221
619,2,2,149016
2400,3,1,444833
613,2,2,146230
1437,3,2,287615
1132,4,3,265473
2766,3,2,515844
2750,3,3,532855
1779,4,2,372802
2975,3,1,516652
2417,3,2,430191
3108,4,3,568423
2642,3,1,497135
899,2,2,194264
1547,2,2,285574
2841,3,2,522720
2227,3,2,402892
2702,3,2,513481
2329,3,3,436158
904,1,1,169129
2466,3,3,462174
2457,3,1,463287
2231,4,1,435967
2522,3,2,485365
1275,3,3,286935
2494,3,3,477244
2030,3,1,384246
2673,3,1,461150
2371,3,2,432000
2585,4,2,484894
652,2,2,145660
1058,3,1,222681
521,2,2,128580
1833,2,2,333719
3880,3,1,673732
2163,3,2,420538
889,2,2,187734
616,2,1,142346
609,2,1,140224
2034,4,3,403127
3398,3,2,598100
3339,3,2,611412
3703,3,1,654297
2391,3,1,450152
825,2,2,185019
3932,3,1,670540
2028,3,3,378225
3857,3,3,701516
952,1,1,181974
1282,2,2,247844
1110,3,2,257157
666,1,1,128264
2136,3,3,412071
2889,3,2,519524
1572,3,2,314401
3697,3,1,628867
1502,2,2,295196
1030,1,1,188731
3166,3,2,581080
733,2,2,171219
546,1,1,109461
1897,2,1,333626
602,2,2,143810
1921,2,2,358787
2279,4,2,423752
3683,3,2,639424
1940,4,1,388557
3101,3,1,566308
554,2,1,137051
2251,4,2,450640
710,2,2,160616
1784,4,1,381890
1719,3,2,353324
3540,3,1,625233
2175,3,3,420576
3848,3,2,652478
2287,3,1,436140
2333,3,2,444247
3491,4,2,653280
2266,3,2,426355
1594,2,2,301536
3558,3,2,638306
3321,4,2,610011
1218,3,1,269339
1416,3,1,285377
2272,3,2,421531
3890,3,1,695858
1253,2,1,245895
1085,4,2,268304
3763,3,1,684937
643,1,1,128862
3537,3,1,606583
1361,4,3,302284
2303,3,1,408434
912,2,2,201122
2768,4,3,538440
2687,4,3,494885
2366,3,1,459188
1393,2,2,272024
3413,3,1,603992
1924,2,1,340917
1297,3,1,261641
1520,2,2,292106
2328,3,1,441105
3934,4,3,712624
1133,3,2,253712
3377,3,2,626519
1914,2,2,357936
3426,3,1,611068
730,2,1,163272
1965,2,2,360160
3104,3,2,579560
2067,4,1,428648
2597,3,3,483822
2230,3,1,408831
2974,3,2,530966
2682,3,3,495132
3347,4,1,607744
2889,4,3,543049
2991,3,3,560952
2381,3,2,441792
1799,4,3,396816
695,2,1,158830
3088,3,3,541755
3027,3,1,539912
2434,3,2,453511
1694,3,3,353458
2973,4,1,524632
2116,3,3,387403
2951,3,1,544309
1419,2,2,280068
3254,3,2,582412
3962,4,2,734464
3411,3,3,595980
2106,3,2,387595
3029,3,1,541673
3617,3,2,616351
3393,3,3,611343
2655,3,3,489921
1254,3,2,280176
1581,2,1,282729
3149,4,2,581861
1625,2,2,301968
3356,3,3,577370
1333,4,2,313613
2085,4,2,432213
3846,3,2,658558
1302,3,2,279137
2409,3,1,435006
1640,2,2,302374
3415,3,1,598365
2369,3,2,449034
3936,3,1,694655
578,1,1,117376
3728,3,1,626902
1343,2,2,255099
1822,3,2,364501
1806,3,1,334928
2644,3,3,500065
1243,2,1,235811
1216,3,2,260633
1258,4,2,277848
533,2,2,137570
3342,3,2,609336
2290,4,1,430465
2015,3,1,369910
3940,3,3,704066
1654,4,3,367913
1179,2,2,231403
3773,3,1,633001
3636,4,2,629398
852,2,2,175500
611,2,1,145911
631,2,2,149713
3157,4,1,606664
2105,3,3,388385
1461,3,2,297355
1322,2,2,249576
2747,3,2,494211
3435,3,1,595848
1573,4,2,320586
1275,2,2,251128
3056,3,2,545289
3504,3,1,607380
2259,4,3,455380
1876,3,3,382457
1276,4,3,308958
1076,3,2,239674
749,2,2,169191
3987,3,2,701454
952,2,1,195359
1341,2,2,259908
3591,4,1,653900
3146,3,1,554572
1133,3,1,235423
1190,1,1,214489
3777,3,3,670938
3884,3,1,666979
1797,2,1,340951
3959,3,3,680249
763,2,1,170723
1083,3,3,237549
2184,3,3,411867
3829,3,3,693850
1613,3,3,327044
822,2,1,167688
1279,4,1,300000
2863,3,3,503026
3453,4,3,668373
790,2,2,167686
3010,3,1,538458
2943,3,3,553014
3935,3,3,710843
1445,4,3,316670
3334,3,3,590787
3873,4,2,693094
662,1,1,126841
2670,4,3,539256
2628,3,2,495310
3521,4,2,614071
773,2,2,175448
2765,3,3,504697
2485,3,2,468738
1408,2,1,262770
3585,3,1,629815
1010,4,1,236747
2522,3,3,489143
3746,3,3,671698
1434,3,1,288755
2678,3,2,472535
2628,3,1,490803
3126,3,1,556411
3324,3,1,611114
3950,3,1,697514
1978,3,1,372988
1353,2,1,260812
3187,3,2,554575
1226,4,2,282962
557,1,1,110363
3993,4,1,719003
1469,2,2,291346
2368,3,2,433785
867,2,1,178750
3068,3,3,545090
2367,3,3,462192
882,2,2,186926
1500,3,3,295476
1401,2,2,279525
1085,4,3,272850
2223,3,1,399875
2321,3,2,441528
2218,3,1,411107
1643,2,1,296762
2869,4,2,526388
